Broker: 2.2536560855972643 watts, PV: 6.227260764920404 watts, Broker/PV in kW: 0.01kW, timestamp: 1584724567129 
Broker: 5936.29859820572 watts, PV: 9.877888786411631 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725175739 
Broker: 5937.150322459861 watts, PV: 18.575685449313816 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725175846 
Broker: 5937.489078889337 watts, PV: 17.575927854762607 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725175952 
Broker: 5937.966163402422 watts, PV: 4.726164799747958 watts, Broker/PV in kW: 5.94kW, timestamp: 1584725176053 
Broker: 5938.700224952513 watts, PV: 16.674904916081466 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725176158 
Broker: 5939.568479628765 watts, PV: 19.324982448689664 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725176263 
Broker: 5940.6288938735825 watts, PV: 10.59488450821139 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725176360 
Broker: 5941.280468660335 watts, PV: 9.064505144774731 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725176462 
Broker: 5942.5393677436905 watts, PV: 7.841533643826568 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725176562 
Broker: 5944.020546578559 watts, PV: 11.535302437818027 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725176664 
Broker: 5944.501962358048 watts, PV: 15.252333178773597 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725176764 
Broker: 5945.689482646011 watts, PV: 11.204061209769897 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725176863 
Broker: 5946.551390317963 watts, PV: 15.98009944748339 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725176975 
Broker: 5946.940328930829 watts, PV: 4.349313865280573 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725177074 
Broker: 5947.673210717442 watts, PV: 13.876288633252454 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725177174 
Broker: 5947.708166793155 watts, PV: 17.900644271524232 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725177280 
Broker: 5949.388295738863 watts, PV: 2.8978048420200953 watts, Broker/PV in kW: 5.95kW, timestamp: 1584725177381 
Broker: 5951.029862970403 watts, PV: 18.510728300053415 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725177488 
Broker: 5951.157314648445 watts, PV: 6.635164293331464 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725177594 
Broker: 5952.444052424796 watts, PV: 18.408020321470218 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725177696 
Broker: 5952.627426505235 watts, PV: 9.765798472279187 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725177797 
Broker: 5952.845484532686 watts, PV: 19.533945141280448 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725177908 
Broker: 5953.568289868882 watts, PV: 15.651777529846026 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725178009 
Broker: 5954.730169128822 watts, PV: 6.941150226910158 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725178112 
Broker: 5954.865787302714 watts, PV: 0.6410636821088866 watts, Broker/PV in kW: 5.96kW, timestamp: 1584725178215 
Broker: 5956.188721256633 watts, PV: 19.046210377958744 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725178316 
Broker: 5957.57253848583 watts, PV: 18.47211802568065 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725178426 
Broker: 5959.1402803611045 watts, PV: 7.286215099772422 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725178522 
Broker: 5959.834196951382 watts, PV: 13.754847061270112 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725178630 
Broker: 5960.894060302494 watts, PV: 14.201577534380192 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725178733 
Broker: 5962.861108266438 watts, PV: 6.668406283254575 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725178831 
Broker: 5962.928524804692 watts, PV: 5.3002038904911375 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725178933 
Broker: 5963.975536051063 watts, PV: 16.48133460878842 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725179040 
Broker: 5965.844205890252 watts, PV: 7.657823442889868 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725179163 
Broker: 5966.191235402417 watts, PV: 7.755581920138703 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725179243 
Broker: 5967.043394826433 watts, PV: 11.146110444525714 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725179349 
Broker: 5967.9518755202 watts, PV: 5.53892533336398 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725179455 
Broker: 5968.681995527316 watts, PV: 5.307701935462803 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725179566 
Broker: 5969.26856993476 watts, PV: 6.97506036908953 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725179667 
Broker: 5969.775056669793 watts, PV: 13.62807680648324 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725179760 
Broker: 5971.268355607259 watts, PV: 13.590680013951557 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725179866 
Broker: 5972.752483190268 watts, PV: 0.9328366113621378 watts, Broker/PV in kW: 5.97kW, timestamp: 1584725179970 
Broker: 5973.278212430741 watts, PV: 3.6517418244006716 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725180070 
Broker: 5974.719515034551 watts, PV: 8.032885227458614 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725180171 
Broker: 5974.862438130268 watts, PV: 18.454276661903315 watts, Broker/PV in kW: 5.99kW, timestamp: 1584725180280 
Broker: 5975.898443193877 watts, PV: 8.272664277148074 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725180381 
Broker: 5976.082677456569 watts, PV: 8.778450391559938 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725180482 
Broker: 5976.970234220474 watts, PV: 6.660502674050468 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725180579 
Broker: 5977.418403063826 watts, PV: 4.87228657357432 watts, Broker/PV in kW: 5.98kW, timestamp: 1584725180685 
Broker: 5978.688241138328 watts, PV: 17.448634396249965 watts, Broker/PV in kW: 6kW, timestamp: 1584725180790 
Broker: 5980.532245404173 watts, PV: 13.807414339043941 watts, Broker/PV in kW: 5.99kW, timestamp: 1584725180894 
Broker: 5981.047562858611 watts, PV: 10.708846812813967 watts, Broker/PV in kW: 5.99kW, timestamp: 1584725181000 
Broker: 5982.205133989824 watts, PV: 4.048473932654635 watts, Broker/PV in kW: 5.99kW, timestamp: 1584725181109 
Broker: 5983.935090863233 watts, PV: 16.913617576879354 watts, Broker/PV in kW: 6kW, timestamp: 1584725181210 
Broker: 5984.008908652986 watts, PV: 2.25464097635109 watts, Broker/PV in kW: 5.99kW, timestamp: 1584725181316 
Broker: 5985.013739807365 watts, PV: 10.667381995882845 watts, Broker/PV in kW: 6kW, timestamp: 1584725181416 
Broker: 5986.712971268451 watts, PV: 5.598322935338564 watts, Broker/PV in kW: 5.99kW, timestamp: 1584725181520 
Broker: 5987.788634790982 watts, PV: 14.825087663513493 watts, Broker/PV in kW: 6kW, timestamp: 1584725181623 
Broker: 5989.010034288665 watts, PV: 1.5554163745755334 watts, Broker/PV in kW: 5.99kW, timestamp: 1584725181725 
Broker: 5990.851379835697 watts, PV: 3.4238875468558883 watts, Broker/PV in kW: 5.99kW, timestamp: 1584725181824 
Broker: 5991.941687068072 watts, PV: 13.112703859079309 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725181929 
Broker: 5992.067206925054 watts, PV: 6.001130946245836 watts, Broker/PV in kW: 6kW, timestamp: 1584725182030 
Broker: 5992.674428251055 watts, PV: 11.240855202969708 watts, Broker/PV in kW: 6kW, timestamp: 1584725182137 
Broker: 5994.633157196986 watts, PV: 6.843503906061961 watts, Broker/PV in kW: 6kW, timestamp: 1584725182234 
Broker: 5995.895824873949 watts, PV: 11.665704968927644 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725182344 
Broker: 5996.971207779549 watts, PV: 9.09748009144488 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725182443 
Broker: 5997.901902209778 watts, PV: 10.581768512005238 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725182544 
Broker: 5999.341707783377 watts, PV: 10.126484507883173 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725182650 
Broker: 5999.763474297887 watts, PV: 10.259593778701008 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725182752 
Broker: 6001.370799196172 watts, PV: 3.8445811343707392 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725182866 
Broker: 6001.603268968631 watts, PV: 8.229684486871331 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725182955 
Broker: 6003.432214421356 watts, PV: 2.483425807857804 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725183057 
Broker: 6003.74869049759 watts, PV: 4.888992980515479 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725183162 
Broker: 6005.626335083787 watts, PV: 9.971462180823778 watts, Broker/PV in kW: 6.02kW, timestamp: 1584725183269 
Broker: 6006.942561194284 watts, PV: 11.161396055675423 watts, Broker/PV in kW: 6.02kW, timestamp: 1584725183363 
Broker: 6007.650241660614 watts, PV: 17.813680372071808 watts, Broker/PV in kW: 6.03kW, timestamp: 1584725183471 
Broker: 6007.8676758072725 watts, PV: 15.703896618097932 watts, Broker/PV in kW: 6.02kW, timestamp: 1584725183574 
Broker: 6009.304629820052 watts, PV: 7.065085092892955 watts, Broker/PV in kW: 6.02kW, timestamp: 1584725183678 
Broker: 6010.3049491036845 watts, PV: 1.034962221285296 watts, Broker/PV in kW: 6.01kW, timestamp: 1584725183794 
Broker: 6012.09209372286 watts, PV: 10.48515514835939 watts, Broker/PV in kW: 6.02kW, timestamp: 1584725183884 
Broker: 6012.732715434551 watts, PV: 3.3329907212218 watts, Broker/PV in kW: 6.02kW, timestamp: 1584725183986 
Broker: 6014.160743783353 watts, PV: 4.8451222721046605 watts, Broker/PV in kW: 6.02kW, timestamp: 1584725184090 
Broker: 6014.2485747851115 watts, PV: 17.861118169483042 watts, Broker/PV in kW: 6.03kW, timestamp: 1584725184190 
Broker: 6016.089890373355 watts, PV: 18.153470035398385 watts, Broker/PV in kW: 6.03kW, timestamp: 1584725184291 
Broker: 6016.341834856329 watts, PV: 12.462762773792658 watts, Broker/PV in kW: 6.03kW, timestamp: 1584725184393 
Broker: 6016.352267765435 watts, PV: 0.23909677605649549 watts, Broker/PV in kW: 6.02kW, timestamp: 1584725184492 
Broker: 6017.108719671813 watts, PV: 15.883572919029678 watts, Broker/PV in kW: 6.03kW, timestamp: 1584725184597 
Broker: 6017.514511508103 watts, PV: 8.85486536745832 watts, Broker/PV in kW: 6.03kW, timestamp: 1584725184700 
Broker: 6018.939236777532 watts, PV: 12.245338323011552 watts, Broker/PV in kW: 6.03kW, timestamp: 1584725184800 
Broker: 6019.331920216426 watts, PV: 0.24570925915386788 watts, Broker/PV in kW: 6.02kW, timestamp: 1584725184902 
Broker: 6020.591127139278 watts, PV: 16.386317287016034 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725185012 
Broker: 6022.525231179392 watts, PV: 13.778251336969124 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725185103 
Broker: 6023.373124471691 watts, PV: 15.165917016479442 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725185209 
Broker: 6024.825881624321 watts, PV: 16.416944566883256 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725185315 
Broker: 6026.6316351406695 watts, PV: 16.641895223602834 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725185419 
Broker: 6028.583074438522 watts, PV: 10.411745332024282 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725185525 
Broker: 6029.293207100785 watts, PV: 6.24492913187491 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725185629 
Broker: 6029.565092616791 watts, PV: 1.6349837023770064 watts, Broker/PV in kW: 6.03kW, timestamp: 1584725185726 
Broker: 6031.217891906138 watts, PV: 3.2968460134666877 watts, Broker/PV in kW: 6.03kW, timestamp: 1584725185832 
Broker: 6032.599700963445 watts, PV: 9.61167877398263 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725185942 
Broker: 6034.522844251072 watts, PV: 8.472796057143137 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725186047 
Broker: 6035.998441150322 watts, PV: 3.554709506724567 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725186141 
Broker: 6037.3423508673 watts, PV: 9.38539082015588 watts, Broker/PV in kW: 6.05kW, timestamp: 1584725186244 
Broker: 6037.8248629065765 watts, PV: 0.6913527611812409 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725186347 
Broker: 6038.231145485894 watts, PV: 5.557811780329138 watts, Broker/PV in kW: 6.04kW, timestamp: 1584725186454 
Broker: 6038.73813288732 watts, PV: 16.929091432089372 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725186558 
Broker: 6038.84058575589 watts, PV: 12.37617732931152 watts, Broker/PV in kW: 6.05kW, timestamp: 1584725186660 
Broker: 6039.081318980009 watts, PV: 18.307811436692308 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725186767 
Broker: 6039.945845607033 watts, PV: 5.604320052127192 watts, Broker/PV in kW: 6.05kW, timestamp: 1584725186870 
Broker: 6040.866560705889 watts, PV: 17.33559712819147 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725186975 
Broker: 6041.389684053572 watts, PV: 6.601659793865338 watts, Broker/PV in kW: 6.05kW, timestamp: 1584725187070 
Broker: 6043.288981950521 watts, PV: 12.825053160067839 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725187179 
Broker: 6044.414967842812 watts, PV: 12.196529923989683 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725187278 
Broker: 6044.47174302946 watts, PV: 13.67876908866486 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725187379 
Broker: 6044.626386450228 watts, PV: 4.399945841674691 watts, Broker/PV in kW: 6.05kW, timestamp: 1584725187503 
Broker: 6045.5719167284 watts, PV: 9.501774151287247 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725187591 
Broker: 6047.347923316735 watts, PV: 10.43967668368349 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725187695 
Broker: 6048.075364574822 watts, PV: 18.914001119802954 watts, Broker/PV in kW: 6.07kW, timestamp: 1584725187796 
Broker: 6048.951970754674 watts, PV: 16.733266427998956 watts, Broker/PV in kW: 6.07kW, timestamp: 1584725187901 
Broker: 6049.9638992354285 watts, PV: 2.1799355728516945 watts, Broker/PV in kW: 6.05kW, timestamp: 1584725188007 
Broker: 6050.917922011471 watts, PV: 12.113405082125928 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725188110 
Broker: 6051.637375502322 watts, PV: 11.039087899503187 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725188213 
Broker: 6053.42012652817 watts, PV: 14.271537372156464 watts, Broker/PV in kW: 6.07kW, timestamp: 1584725188315 
Broker: 6053.587744010601 watts, PV: 4.7362471325224265 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725188428 
Broker: 6054.601763366297 watts, PV: 8.1991574425046 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725188519 
Broker: 6055.144373968557 watts, PV: 3.727811536305561 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725188642 
Broker: 6056.218595413104 watts, PV: 10.132529204413894 watts, Broker/PV in kW: 6.07kW, timestamp: 1584725188726 
Broker: 6057.962802098407 watts, PV: 15.830906374901383 watts, Broker/PV in kW: 6.07kW, timestamp: 1584725188829 
Broker: 6058.088477842625 watts, PV: 6.8230464707114535 watts, Broker/PV in kW: 6.06kW, timestamp: 1584725188931 
Broker: 6059.174957808476 watts, PV: 8.405380159439053 watts, Broker/PV in kW: 6.07kW, timestamp: 1584725189041 
Broker: 6060.819851761632 watts, PV: 8.513506206015368 watts, Broker/PV in kW: 6.07kW, timestamp: 1584725189142 
Broker: 6061.028460213083 watts, PV: 18.227314782596014 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725189244 
Broker: 6061.906541229663 watts, PV: 15.261874859427715 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725189354 
Broker: 6063.597754288607 watts, PV: 14.6994604747481 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725189449 
Broker: 6065.431469312699 watts, PV: 7.011127832920816 watts, Broker/PV in kW: 6.07kW, timestamp: 1584725189556 
Broker: 6066.924548391853 watts, PV: 15.41878492357085 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725189659 
Broker: 6068.085971301104 watts, PV: 11.853127585283737 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725189762 
Broker: 6070.052488227998 watts, PV: 7.06410415992921 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725189864 
Broker: 6071.859757689727 watts, PV: 10.83055324336164 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725189976 
Broker: 6073.859617234268 watts, PV: 18.240678847696564 watts, Broker/PV in kW: 6.09kW, timestamp: 1584725190069 
Broker: 6073.9930529694975 watts, PV: 3.6878378403707313 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725190171 
Broker: 6074.7635883308085 watts, PV: 12.262922178198243 watts, Broker/PV in kW: 6.09kW, timestamp: 1584725190281 
Broker: 6076.360301813988 watts, PV: 3.5003915340767566 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725190382 
Broker: 6076.549555314625 watts, PV: 7.797677106792125 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725190484 
Broker: 6077.328015273344 watts, PV: 6.826191175543839 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725190587 
Broker: 6078.591571480067 watts, PV: 18.79702989206583 watts, Broker/PV in kW: 6.1kW, timestamp: 1584725190689 
Broker: 6078.683117488135 watts, PV: 12.643344459936321 watts, Broker/PV in kW: 6.09kW, timestamp: 1584725190791 
Broker: 6079.19129546426 watts, PV: 16.287807237400504 watts, Broker/PV in kW: 6.1kW, timestamp: 1584725190899 
Broker: 6080.168154608857 watts, PV: 3.354228392756702 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725191002 
Broker: 6080.672670849596 watts, PV: 10.252853572899312 watts, Broker/PV in kW: 6.09kW, timestamp: 1584725191100 
Broker: 6081.944039739806 watts, PV: 1.4761250765533829 watts, Broker/PV in kW: 6.08kW, timestamp: 1584725191205 
Broker: 6083.91218084275 watts, PV: 2.287305711041716 watts, Broker/PV in kW: 6.09kW, timestamp: 1584725191309 
Broker: 6085.785751693339 watts, PV: 12.057954277424097 watts, Broker/PV in kW: 6.1kW, timestamp: 1584725191410 
Broker: 6086.76388165492 watts, PV: 13.443255825044073 watts, Broker/PV in kW: 6.1kW, timestamp: 1584725191516 
Broker: 6086.9839543801845 watts, PV: 18.797791392489675 watts, Broker/PV in kW: 6.11kW, timestamp: 1584725191616 
Broker: 6088.279962147115 watts, PV: 19.251632975254275 watts, Broker/PV in kW: 6.11kW, timestamp: 1584725191720 
Broker: 6088.7588894060045 watts, PV: 19.115173689633703 watts, Broker/PV in kW: 6.11kW, timestamp: 1584725191822 
Broker: 6090.190162910737 watts, PV: 4.318342707156391 watts, Broker/PV in kW: 6.09kW, timestamp: 1584725191924 
Broker: 6090.580835766279 watts, PV: 10.638874282879964 watts, Broker/PV in kW: 6.1kW, timestamp: 1584725192026 
Broker: 6091.76534434577 watts, PV: 0.16283450178463887 watts, Broker/PV in kW: 6.09kW, timestamp: 1584725192126 
Broker: 6092.312407431581 watts, PV: 10.709946185196904 watts, Broker/PV in kW: 6.1kW, timestamp: 1584725192232 
Broker: 6094.118611324654 watts, PV: 16.528979172640618 watts, Broker/PV in kW: 6.11kW, timestamp: 1584725192336 
Broker: 6095.6175019918055 watts, PV: 5.862870379903011 watts, Broker/PV in kW: 6.1kW, timestamp: 1584725192445 
Broker: 6096.129996102727 watts, PV: 19.07776218530018 watts, Broker/PV in kW: 6.12kW, timestamp: 1584725192550 
Broker: 6097.418682701091 watts, PV: 14.886024014110625 watts, Broker/PV in kW: 6.11kW, timestamp: 1584725192663 
Broker: 6098.719083735948 watts, PV: 7.560394205985399 watts, Broker/PV in kW: 6.11kW, timestamp: 1584725192750 
Broker: 6100.399408727722 watts, PV: 6.929246252359231 watts, Broker/PV in kW: 6.11kW, timestamp: 1584725192855 
Broker: 6101.952101073858 watts, PV: 19.422635444504543 watts, Broker/PV in kW: 6.12kW, timestamp: 1584725192961 
Broker: 6103.797664006467 watts, PV: 7.186908683053348 watts, Broker/PV in kW: 6.11kW, timestamp: 1584725193068 
Broker: 6104.807602168055 watts, PV: 6.449615824251422 watts, Broker/PV in kW: 6.11kW, timestamp: 1584725193183 
